,Unnamed: 0,image,local_image,title,description,main_category,pred_description,bleu,rouge1,rougeL,textsim,llm_judge
99,99,https://m.media-amazon.com/images/I/61RM36pbknL._AC_SL1500_.jpg,./images/0065149.jpg,"Wired Mouse, USB Ergonomic Vertical Wired Mouse, Small Optical Portable Lightweight Comfortable Corded Mice for Right Hand for Computer/Laptop/PC/Desktop/Mac/Office/Desktop,800/1200/1600 DPI(Black)","♣ Accurate Tracking
The slim wired mouse has 3 DPI levels (800/1200/1600) to meet your different demands, and experience smooth tracking on most surfaces.
♦ Plug and Play
Come with a space-saving USB receiver that can be plugged into your computer's USB port. The USB receiver is at the bottom of the wired mouse.
♥ Stable Connection and Power Efficient
(1) The 2.4 GHz wired mouse provides a robust, reliable connection, effective up to 10 meters of range.
(2) The slim wired mouse has 3 DPI levels (800/1200/1600) to meet your different demands, and experience smooth tracking on most surfaces.
Specification:
Type: Wired Mouse
Material: ABS
Features: Novelty
Cable Length (m): 27cm
Connection: USB
Connection Type: 2.4GHz Wired
Interface: USB 2.0
DPI Adjustment: 800/1200/1600DPI
Product size (L x W x H): 105x67x60cm / 4.1 x 2.6 x 2.36 inches
Package Contents: 1 x Wired Mouse, 1 x USB Cable , 1 x User Manual",All Electronics,"This ergonomic, black wired mouse is designed for comfortable use during extended periods, featuring a contoured shape that fits naturally in the hand. It includes a scroll wheel and additional buttons for enhanced functionality, connected via a standard USB cable for reliable performance. Ideal for both work and home setups, it reduces strain and improves productivity.",0.0018770458524917956,0.14611872146118723,0.091324200913242,0.5733058452606201,2
100,100,https://m.media-amazon.com/images/I/51JiGgTJB8L._AC_SL1000_.jpg,./images/0057786.jpg,"AAOCLO Waterproof Bluetooth 5.3 True Wireless Earbuds, Touch Control,30H Cyclic Playtime TWS Headphones with Charging Case and mic, in-Ear Stereo Earphones Headset","Smallest, more convenient to use
The mini wireless headset is smaller than other earphone brands, conforms to ergonomic design, and can be used for a long time without pain. The best choice for work, travel and sports
Flexible and stable use
Our wireless headphones use the latest Bluetooth V5.3 EDR and TWS technology to achieve stronger signals, faster pairing and more stable transmission
Support automatic power on/off, automatic pairing, automatic charging and other functions. They know that
Mini size, comfortable to wear
Compared with earphones of other brands, our wireless earphones are smaller, more comfortable and more ergonomic, It can be used for a long time without pain
Stereo speakers and music playing are the best choices for driving and sports
You can play with it for 6-7 hours. Use everyday music anytime and anywhere
Technical description:
Bluetooth version: V5.3 EDR
Operating distance: less than 15 meters
Music playback time/talk time: 4-5 hours
Standby time: 100 hours
Battery capacity: 55 mAh
Battery capacity of charging box: 450mAh
Charging time: 1h
Support: HFP, A2DP, HSP, AVRCP",All Electronics,"These sleek, wireless earbuds come with a compact charging case that features a soft-touch finish and intuitive LED indicators for battery status. Designed for comfort and portability, they deliver clear sound and seamless connectivity for music, calls, or workouts on the go.",0.0003515042192059835,0.16964285714285715,0.08928571428571429,0.44189146161079407,3
101,101,https://m.media-amazon.com/images/I/61uS1EPdt-L._AC_SL1000_.jpg,./images/0031127.jpg,"Yooya Car Battery Charger 8-Amp, 24V and 12V Battery Charger Automotive, Trickle Charger for Car Battery - Smart Fully Battery Maintainer with Temperature Compensation and LCD Display","Introducing the Yooya Car Battery Charger, the ultimate solution for anyone looking to maintain the health of their car's battery. This powerful and versatile tool offers fast and efficient charging for both 24V and 12V batteries, making it the perfect choice for a wide range of vehicles, including cars, motorcycles, trucks, and boats.With its 8-amp output, the Yooya Car Battery Charger delivers fast and efficient charging for your battery, ensuring that it is always in top condition. Whether you need to charge a dead battery or maintain the health of your battery over an extended period, this charger has the power and performance you need to get the job done quickly and effectively.Equipped with advanced technology, the Yooya Car Battery Charger ensures that your battery is protected from overcharging and overheating. The temperature compensation feature is particularly noteworthy, as it adjusts the charging voltage based on the temperature of your battery, ensuring that it receives a safe and optimal charge every time. This feature helps to prolong the life of your battery and save you money in the long run.The fully automatic microprocessor-controlled charging system of the Yooya Car Battery Charger monitors the charging process and adjusts the charging rate to maintain your battery's health. This means that you can leave your battery connected to the charger for an extended period without worrying about overcharging or damaging your battery.The easy-to-read LCD display of the Yooya Car Battery Charger provides real-time charging status updates and alerts, showing you the current charging voltage, charging current, battery capacity, and charging time. This feature allows you to monitor your battery's health and charge level, making it easy to keep track of your battery's condition.The Yooya Car Battery Charger also features a simple plug-and-play design, with no complicated installation or wiring required. Simply connect th",All Electronics,"This compact, red and black battery charger features a digital display and intuitive controls for efficient, multi-stage charging of various battery types. Ideal for car, motorcycle, or marine batteries, it includes sturdy alligator clips for secure connections and a built-in cooling vent to maintain performance during extended use.",9.296427093769017e-05,0.1639344262295082,0.09289617486338798,0.5355229377746582,3
102,102,https://m.media-amazon.com/images/I/61OR3riP-vL._AC_SL1280_.jpg,./images/0060095.jpg,"Toddler Toys for 3-6 Years Old Girls Boys, LCD Writing Tablet 10.5 Inch Doodle Board, Electronic Drawing Tablet, Drawing Pads,Travel Gifts for Kids Age 3 4 5 6 7 Year Old Girls Boys (Blue)",LCD writing board,All Electronics,"This vibrant, touchscreen-enabled writing pad lets you doodle, sketch, or jot down ideas with a stylus, perfect for kids and adults alike. Its colorful display and playful design make it ideal for creative expression, education, or casual note-taking. The sleek, portable frame adds a fun touch to any desk or table.",0.003593400513595791,0.03571428571428571,0.03571428571428571,0.49974218010902405,2
103,103,https://m.media-amazon.com/images/I/61IxL5Zi+BL._AC_SL1500_.jpg,./images/0024022.jpg,V6 Battery Adapter for Ryobi 18V Battery Work for Dyson V6 Series Vacuum Cleaner SV03 SV04 DC58 DC62 Converter(Adapter Only),"for Dyson V6 Battery Adapter,for Ryobi 18V Battery Work for Dyson V6 Series Vacuum Cleaner SV03 SV04 SV09 DC58 DC59 DC62 Converter(Adapter Only)",All Electronics,"This compact, durable power pack features a sleek gray and lime-green design, ideal for powering cordless tools and devices on the go. Its robust build and secure attachment mechanism ensure reliable performance during demanding tasks, while the included screws help maintain a snug fit for easy installation. Perfect for DIY enthusiasts and professionals alike, it’s engineered to deliver consistent energy where outlets are unavailable.",0.003384129602542209,0.06593406593406592,0.06593406593406592,0.20042750239372253,1
104,104,https://m.media-amazon.com/images/I/819LbcOVxhL._AC_SL1500_.jpg,./images/0059023.jpg,"Mini Video Projector with 7500 Brightness, 1080P Supported, Portable Outdoor Movie Projector, 176"" Display Compatible with TV Stick, HDMI, USB, VGA, AV for Home Entertainment","M20 Provide Latest Mini Projector!
CHOOSE OUR M20 PROJECTOR WILL BE YOUR MOST SENSIBLE AND AFFORDABLE CHOICE!
Offerring the best brightness and image display quality to satisfied our customer's home theater needs. Show movies on a mammoth scale in a billion colors and astonishing clarity, you'll get rich details, bright and natural colors, and exceptional contrast. Enjoy the entertainment for a cinematic experience that is truly awesome. Perfect for outdoor movies!
CAN’T WAIT TO WATCH MOVIES WITH YOUR KIDS UNDER THE STARS? LOVE TO SIT ON THE BACK PORCH AND WATCH A MOVIE WITH KIDS?
YES! YOU GET IT!
OWN M20 PROJECTOR, the kids will LOVE laying on a blanket in the yard watching their favorite big screen movie or enjoy game time with their friends. You can frees up their hands and eyes from the litter phone screen, their childhood life will be happier and richer.
ARE YOU A BUSY PERSON WHO ARE BUSY WITH STUDY OR WORK?
Own a M20 projector, Give yourself a reward to be relax and enjoy life. You can enjoy movie nights quietly! Or enjoy party time with friends or family members, such as Christmas party, New Year's Eve party, Football watch party, Anniversary party, Mario Party...
Smartphone Connection Supported
For smartphone connection, you can use a USB cable to HDMI adapter or Android to HDMI adapter to connect your smartphone to the projector. Note: 1. Please kindly note that the above adapter was not included in the package. 2. Please also make sure to choose HDMI as the input source after connection.Warm Tips:1. M20 is mainly used for home cinema and video games, NOT recommended for PowerPoint, Word, text, Excel or business presentation. 2. Please use it in dark environment. Nearly all home projectors perform the best effect if under a relatively dark room environment.",All Electronics,"This sleek, compact projector delivers vibrant 1080P resolution and bright 7500 lumens for crisp visuals, perfect for home entertainment or small gatherings. Equipped with built-in HiFi speakers, it enhances audio quality without needing external devices, making it ideal for streaming content from platforms like Netflix or HBO Max. Its modern design and portability make it a versatile choice for movie nights, presentations, or casual gaming sessions.",0.00028659074574625016,0.14933333333333332,0.08,0.5963963270187378,2
105,105,https://m.media-amazon.com/images/I/41mKqj3ae-L._AC_.jpg,./images/0057614.jpg,"4 Pcs Self-Adhesive Desktop Socket Fixer, Adhesive Punch Free Socket Holder Cable Management Punch Free Surge Protector, Desktop Mountable Plug-in Socket Fixer Bracket Stand","4 Pcs Self-Adhesive Desktop Socket Fixer, Adhesive Punch Free Socket Holder Cable Management Punch Free Surge Protector, Desktop Mountable Plug-in Socket Fixer Bracket Stand",All Electronics,"These sleek, white adhesive strips are designed to securely attach power strips to smooth surfaces like cabinets or walls, keeping cords organized and out of the way. Ideal for homes or offices, they offer a clean, minimalist solution for managing multiple electrical devices without clutter. Easy to install and remove, they’re perfect for temporary or permanent setup needs.",0.0,0.047058823529411764,0.047058823529411764,0.351298451423645,3
106,106,https://m.media-amazon.com/images/I/51pAiHIozrL._AC_SL1500_.jpg,./images/0058311.jpg,Wireless Bluetooth Ear Clip Air Bone Conduction Headphones Headset Earclip Earphones Induction Bone Conduction Earbuds Head Set Bone Conducting Clip On Headphones Open Ear Earbuds Clip On,"Open Ear Clip On Headphones Wireless Bluetooth 5.3 :
A more comfortable music listening experience!
Features:
1.Comfortable to wear：Bone conduction earbuds use a silicone material is very comfortable to wear and weight is very light and small, Open ear earbuds are suitable for small ears or for people with high requirements for ear comfort.
2.Wearing stability: bone conduction earbuds use a silicone material is comfortable to wear, ear clip design allows open ear headphones can be firmly fixed in the ear, suitable for sports enthusiasts and outdoor activities to wear
3.It can accurately identify and effectively suppress external noise during a call,with clear voice even in a noisy environment,make your call smooth.
Type: Open Ear Earbuds
Color: Black
Transmission distance: About 10m/380ft(barrier-free)
Play time: About 24-30 hours
Battery capacity: 400mAh
Charging port:USB-C
package:
1 Pair Open Ear Bone Conduction Earbuds
1 * TYPE-C cable
1 * User manual
1 * Exquisite packaging box
Note:
1. Please read the user manual carefully before use.
2. If you receive a defective product or have any questions during use, please feel free to contact us.
After-sales service
We offer 3 months free warranty on every product.We really care about our customers.If you have any questions about our products,please don’t hesitate to contact us.We are at your service 10 hours a day,7 days a week.",All Electronics,"These sleek, black wireless earbuds feature a comfortable, ergonomic design with a secure fit for active use. They come with a matching charging case that keeps them powered and organized, ideal for daily commutes or workouts.",5.5076487228699775e-05,0.13138686131386862,0.08759124087591241,0.6247791051864624,2
107,107,https://m.media-amazon.com/images/I/61nIapIh47L._AC_SL1500_.jpg,./images/0062010.jpg,"Mounting Dream TV Mounting Hardware Comes with M4, M5, M6, M8 TV Mount Screws Kit and MD5752 Lag Bolt Kit for TV Wall Mount, Comes with M7 Lag Bolt for Wood Stud, Fischer Anchors for Concrete Wall","Mounting Dream TV Mounting Hardware Comes with M4, M5, M6, M8 TV Mount Screws Kit And MD5752 Lag Bolt Kit for TV Wall Mount, Comes with M7 Lag Bolt for Wood Stud, Fischer Anchors for Concrete Wall",All Electronics,"This comprehensive mounting kit includes a variety of screws, wall anchors, and a precision level for secure and accurate installation of electronic devices. Perfect for mounting shelves, speakers, or other hardware on walls, the set offers versatility with different sizes and types of fasteners. The included tools and components ensure a sturdy, professional finish for both DIY enthusiasts and professionals.",0.004299703119715468,0.26804123711340205,0.1443298969072165,0.5078891515731812,2
108,108,https://m.media-amazon.com/images/I/31tftZhqfoL._AC_.jpg,./images/0052066.jpg,CWNOTBHY Wireless Earbuds Bluetooth 5.3 Headphones with 30H Cycle Playtime Built-in Mic IPX6 Waterproof Headsets with Charging Case for in-Ear Buds (White),"The latest popular wireless Bluetooth touch headset in 2023
* Free wireless charger
✔ Multi-function touch: music play / pause, switch songs. Make a call / hang up, activate Siri, etc.
✔ Easy to carry the charging box:There is a charging box that can be recharged multiple times so that you can continue to listen, so you don't feel burdened when you put it in your bag or pocket.
The headset can be charged at any time using a housing or cable with a recharge function.
If you don't use a wireless headset, you can put the headset in a rechargeable storage box and charge it automatically.
✔ Bluetooth version: V5.3 EDR
✔Wireless range: 50 feet (15 meters)
✔ Battery capacity: 100 mAh (one earphone), 1000 mAh (charging box)
✔ Fast charging: wireless headset charging takes only 20 minutes, portable charging box only takes 40 minutes
✔ Music and call: 4-6 hours available
✔ Standby time: 100 hours standby time
✔ How to pair the wireless earbuds with your device?
1.Open Bluetooth.
2.Take out 2 airpods earbuds, they will flash red and blue light. Please wait for 5 seconds before the light of one bud is off to ensure the earbuds connect with each other automatically.
3.If you are Android user, open Bluetooth, search and choose This headset to make first pairing.
4.The earbuds will make a pair with your devices automatically as soon as you take out 2 earbuds in the next pairing.(If one bud stop working/say foreign language,First, Turn off Bluetooth.
Remove the two earbuds from the charging case and double-click the touch point of the bud.
Finally, turn on the Bluetooth connection and the problem is solved.
Product List:
Bluetooth wireless touch headset x2
Portable charging case x1
USB cable x1",All Electronics,"These sleek, white wireless earbuds come with a matching charging case that features a soft, smooth finish and a subtle green indicator light to show battery status. Designed for comfort and portability, they’re ideal for daily use, whether you’re commuting, working out, or relaxing at home.",8.524594144954087e-05,0.1333333333333333,0.06956521739130436,0.4674348831176758,2
109,109,https://m.media-amazon.com/images/I/614zoChr2QL._AC_SL1500_.jpg,./images/0067639.jpg,"ZEBRA ZD421 300 dpi Thermal Transfer and Direct Thermal Desktop Label Printer - USB, USB Host and Bluetooth Connectivity - 4 IPS, 4.27"" Max Print Width Monochrome Barcode Printer - JTTANDS","Printer Specifications
Operating System
Link-OS
Resolution
300 dpi/12 dots per mm
Memory
512 MB Flash; 256MB SDRAM
64 MB user available non-volatile memory
8 MB user available SDRAM
Maximum Print Width
4.27 in./108 mm for 300 dpi
Maximum Print Speed
4 in./102 mm per second (300 dpi)
Media Sensors
Full width, moveable reflective/black mark sensor; multi-position transmissive/gap sensor
Firmware
ZPL II; EPL 2; XML; ZBI; PDF Direct
Media, Ribbon and Cartridge Characteristics
Label Length
Maximum: 39.0 in./991 mm
Minimum: 0.25 in./6.4 mm
Media Width
0.585 in./15 mm to 4.41 in./112 mm
Media Roll Size
Maximum outer diameter: 5.00 in./127 mm
Core inner diameter: 0.5 in. (12.7 mm) and 1.0 in. (25.4 mm) standard, 1.5 in. (38.1), 2.0 in., (50.8 mm) and 3.0 in. (76.2 mm) using optional adapters
Media Thickness
0.003 in. (0.08 mm) min.; 0.0075 in. (0.19 mm) max.
Media Types
Roll-fed or fan-fold, die cut or continuous with or without black mark, tag stock, continuous receipt, paper, and wristbands
Symbologies
1D Bar Codes
Code 11, Code 39, Code 93, Code 128, ISBT-128, UPC-A, UPC-E, EAN-8, EAN-13, UPC and EAN 2-or 5-digit extensions, Plessey, Postnet, Standard 2-of- 5, Industrial 2-of-5, Interleaved 2-of-5, Logmars, MSI, Codabar and Planet Code
2D Bar Codes
Codablock, PDF417, Code 49, DataMatrix, MaxiCode, QR Code, MicroPDF, Aztec
Dimension
10.5 in. L x 8.0 in. W x 7.44 in. H
Weight
4.52 lbs./2.05 kg",All Electronics,"A sleek, compact label printer designed for efficient, high-volume printing in professional or industrial settings. Its durable, matte-finish casing and intuitive control panel make it ideal for environments requiring reliable, consistent output. Perfect for tracking, inventory, or logistics, it delivers clear, durable labels with minimal setup.",0.00011434681514073535,0.06666666666666667,0.04242424242424243,0.34936678409576416,1
110,110,https://m.media-amazon.com/images/I/61l3SRV0ERL._AC_SL1500_.jpg,./images/0048357.jpg,Wireless Earbuds，Bluetooth 5.3 Noise Cancelling Earbuds，Bluetooth Headphones 3D HiFi Stereo Bass， IPX7 Waterproof Sports Touch Control with USB-C Fast Charge Mini Charging Case for Android iOS,"Small and cute, portable to carry in your pocket or bag, you can enjoy music anytime and anywhere during the journey.
Snugly Comfort
Half-in-ear design, ultra lightweight, and ergonomic shape help with keeping the earbuds secured during high-intensity activities and remains comfortable all day long.
IPX7 Waterproof
IPX7 Waterproof efficiently protects the wireless headphones from intense sweat, perfect for jogging, hiking, yoga, gym exercises, fitness etc. (not for swimming).
Longer Playtime
Thanks to the low power chipset, you can get twice the battery life compared to other half-in-ear earbuds——6 hours of playtime on a single charge and extend to 42 hours with the charging case.
One Step Connecting and Pairing
The earbud wireless will connect to your phone and pair with each other automatically once you open the charging case, with faster and easier operation.
Bluetooth 5.3 New
When you are looking for affordable headphones wireless with powerful functions, excellent manufacture, and portable designs，
Also, our wireless earphones are compatible with most devices, including smartphones, tablets, laptop computers, TV and more.
What's in the box
2* True wireless earbud (Left and Right)
1* USB-C Charging Case
1* USB-C Charging Cable
1* User Manual",All Electronics,"These sleek, wireless earbuds come with a compact, matte-finish charging case that features a subtle green LED indicator for battery status. Designed for comfort and portability, they’re ideal for daily commutes, workouts, or relaxing at home with immersive audio.",0.00017023575793684772,0.13114754098360654,0.07377049180327867,0.5459604263305664,2
111,111,https://m.media-amazon.com/images/I/51kPg-TIILL._AC_SL1500_.jpg,./images/0057749.jpg,"WiFi Extender WiFi Booster with Ethernet Port, 2022 Upgraded 1200mbps Wi-Fi Range Extender, WiFi Extenders Signal Booster for Home - Covers Up to 7800 Sq.ft & 35 Devices, 1-Tap Setup Internet Booster","2022 Wifi Extenders Signal Booster for Home, Wifi Booster and Signal Amplifier for House
Features
Extend Wi-Fi Coverage Up to 7800 Sq.ft : No more Dead Zones! Definitely includes your basement,front and back porch,yard etc! Our WIFI range extender can penetrate walls and floors and bring you available WIFI signals all around your home! Internet booster: 4 High-powered external antennas deliver farther coverage and stronger WiFi connection! Extend tech wifi booster 2022: Easiest installation than ever before with WPS button! Wifi extender booster: Create fast and reliable wired connection with dual Ethernet port! Wifi booster extender:Smart LED signal indicator helps find the ideal position!
Package List
1 x WIFI range extender with external antennas 1X User's manual  100% Satisfaction Guarantee : If any problem or you need help, kindly contact us.",All Electronics,"This sleek, white wireless extender boosts your home network signal, ensuring strong coverage in areas with weak reception. Featuring multiple indicator lights and a convenient WPS button, it’s easy to set up and connect to your existing router. Ideal for rooms or spaces far from your main Wi-Fi source, it enhances connectivity without requiring complex installations.",0.0016238142795148888,0.24742268041237114,0.11340206185567012,0.6430939435958862,3
112,112,https://m.media-amazon.com/images/I/51ji7Azwb0L._AC_SL1200_.jpg,./images/0058669.jpg,"AGEEMY USB to HDMI Adapter for MAC, USB 3.0/2.0 to HDMI Converter Compatible with MacBook Air, USB HDMI Adapter, Multi Display Video Adapter, Compatible with Windows XP/7/8/10, MacBook Pro, MAC OS","The USB 3.0 to HDMI converter supports resolutions up to 1920 x 1080 at 60Hz (1080p Full HD), including 720p, 1600 x 1200, 1280 x 1024 for high-resolution monitors or projectors; Please make sure the USB slot is USB 3.0, otherwise USB 2.0 could only be 800* 600@60Hz support. The transfer speed of USB 3.0 is up to 5Gbit/s.",All Electronics,"This sleek, compact adapter connects a USB port to an HDMI output, ideal for streaming or displaying content from USB devices like cameras or drives on larger screens. Its durable, matte-finished body ensures reliable performance and a modern aesthetic. Perfect for home users, educators, or anyone needing quick, wireless-style video output from USB-enabled gadgets.",0.00483353172320062,0.1138211382113821,0.1138211382113821,0.46818795800209045,2
113,113,https://m.media-amazon.com/images/I/61fgZC1jsJL._AC_SL1500_.jpg,./images/0052501.jpg,"Lyyes Charger for Nintendo Switch, Fast Travel Charger Compatible with Nintendo Switch/Switch Lite/Switch OLED/Switch Dock","Specifications:
Material: ABS Color: Black Cable length: 5ft (Approx.) Input: 100-240V 47/63Hz Output: 5V/2.4A Interface: Type-C male Plug Type: US Plug
Package included:
1x Charger for Nintendo swtich",All Electronics,"This sleek, black power adapter features a compact design with a standard wall plug and a USB-C cable, ideal for charging portable devices on the go. Its durable build ensures reliable performance, making it perfect for everyday use at home or travel.",0.004392487796991638,0.13157894736842105,0.07894736842105264,0.48887479305267334,2
114,114,https://m.media-amazon.com/images/I/61yMuouOY-L._AC_SL1500_.jpg,./images/0061996.jpg,"PHILCO Personal CD Player with MP3 Playback, FM Radio & 60 Second Anti-Shock","Introducing the PHILCO PERSONAL CD PLAYER, a versatile portable cd player designed to cater to all your music needs. This top-loading CD player supports MP3 CD, Audio CD, and CD-R/RW formats, with programmable functions to customize your playlist and listen to your favorite tracks in any order. With a built-in digital FM radio, enjoy your favorite radio stations on the go. Experience high-quality sound with a stereo headphone jack that lets you connect your favorite headphones or earbuds for a private listening experience. The cd player portable for car enables you to enjoy your music collection while on the road. Equipped with a 60 second ANTI-SHOCK feature, this personal cd player ensures an uninterrupted listening experience while buffering and protecting against external shocks during your most active moments. Designed as a battery-powered cd player, it gives you the freedom to take your music anywhere, making it perfect for music lovers who want a reliable and high-quality listening experience. The package includes stereo earbuds for an immersive audio experience and instructions for use to guide you through setup and operation. Discover the convenience and enjoyment of having your favorite tunes at your fingertips with the PHILCO PERSONAL CD PLAYER. Choose from a range of portable cd players, including the portable cd player with headphones and portable cd player for car, to suit your needs. Don't miss out on the opportunity to own this versatile cd portable player that offers the perfect balance of convenience, durability, and quality. Order yours today and experience the difference of a truly compact cd player! Please note that the AC adapter is NOT included.",All Electronics,"This sleek, compact device is designed for portable music enjoyment, featuring a digital display and intuitive controls for easy navigation. It comes with a pair of durable earphones, perfect for listening on the go or during daily commutes. Ideal for users who value convenience and portability without compromising on sound quality.",0.00029507314705250307,0.2073170731707317,0.1097560975609756,0.6248444318771362,2
115,115,https://m.media-amazon.com/images/I/61Sww2+qTCL._AC_SL1500_.jpg,./images/0059775.jpg,Clip On Wireless Open Ear Headphones Ear Clip Bone Conducting Conduction Headphones Earphones Bluetooth Small Ear Bone Conduction Earbuds Headset Head Phones Ear Clips Ear Bone Buds,"BORN FOR SPORTS We design it as sports outer ear headphones to make sure that your clip on headphones will not fall when you exercise.This ear clip headphones bluetooth fits more than 95percent the ears of people,but, some people's ear are too big ,If it is difficult for you to wear earbuds, we will provide free return service. After-sales service We offer 3 months free on every product. Bone conduction Headphones Bluetooth 5.3 - A more comfortable music listening experience Features: 1.Comfortable to wear：Bone conduction earbuds use a silicone material is very comfortable to wear and weight is very light and small, Open ear earbuds are suitable for small ears or for people with high requirements for ear comfort. 2.Wearing stability: bone conduction earbuds use a silicone material is comfortable to wear, ear clip design allows open ear headphones can be firmly fixed in the ear, suitable for sports enthusiasts and outdoor activities to wear 3.It can accurately identify and effectively suppress external noise during a call,with clear voice even in a noisy environment,make your call smooth. Type: Open Ear Earbuds Color: Black Transmission distance: About 10m/380ft(barrier-free) Play time: About 30 hours Battery capacity: 400mAh Charging port:USB-C package: 1 Pair Open Ear Bone Conduction Earbuds 1TYPE-C cable 1User manual 1Exquisite packaging box Note: 1. Please read the user manual carefully before use. 2. If you receive a defective product or have any questions during use, please feel free to contact us.We are at your service 10 hours a day,7 days a week.",All Electronics,"These sleek, compact earbuds come in a stylish purple and black charging case, designed for portability and modern aesthetics. Perfect for daily commutes or workouts, they deliver immersive sound while staying lightweight and comfortable for extended use.",4.9679754888265114e-05,0.09771986970684039,0.05863192182410424,0.5528430342674255,1
116,116,https://m.media-amazon.com/images/I/413QIQrxlcL._AC_.jpg,./images/0052193.jpg,JBL Quantum 100P Console - Gaming Headset for Playstation (White),"Turn your game into an epic event. Featuring JBL QuantumSOUND Signature, JBL Quantum 100P Console headset, ideal for Playstation, also works with Xbox and Nintendo Switch, puts you in the center of the action. Own the game with the immersive and accurate sound that lets you hear the tiniest details, a voice focus detachable boom mic for clear communications and lightweight, memory-foam comfort.",All Electronics,"This sleek, over-ear headset features plush, cushioned ear cups for comfort during long sessions, with a stylish white and blue design that adds a modern touch. The adjustable headband and integrated mic make it ideal for gaming, streaming, or daily audio use, ensuring clear communication and immersive sound.",0.009262984252365783,0.336283185840708,0.19469026548672563,0.4820915758609772,3
117,117,https://m.media-amazon.com/images/I/51zmX2n30hL._AC_SL1500_.jpg,./images/0058992.jpg,NUTRIG Bone Conduction Headphones Open Ear Headphones Bluetooth 5.3 Sport Headphones with Mic Wireless Sweat Resistant Headset for Running Cycling Driving Gym Workout,bone Conduction Headphones Bluetooth 5.3 Wireless Earphones with Mic,All Electronics,"Designed for active lifestyles, these sleek, lightweight earpieces deliver clear audio with a comfortable, secure fit that stays in place during movement. The ergonomic design wraps gently around the ear and head, making them ideal for workouts, commuting, or any activity where you need uninterrupted sound.",0.003997395604823099,0.03571428571428571,0.03571428571428571,0.40460270643234253,2
118,118,https://m.media-amazon.com/images/I/71-lERSKsiL._AC_SL1500_.jpg,./images/0057612.jpg,"25W USB C Charger Block for Samsung Galaxy S23 Ultra S22 Type C Charger Fast Charging PD USB-C Wall Charger for Samsung Z Flip Fold Android Phone, iPad Pro Charger with 6FT USB-C to USB-C Cable","iPad Pro Charger Cord USB-C 25W Super Fast Charger Type C Charger Block USBC Wall Charger for Apple iPad Mini, Samsung Galaxy S22, iPad Air Charger with 6ft USB-C to USB-C Cable",All Electronics,"This sleek, black USB-C charging kit features a durable, braided cable designed for long-lasting use and a compact charger with a modern, minimalist design. Perfect for fast-charging smartphones, tablets, and other USB-C devices, it’s ideal for on-the-go users who value both style and performance.",0.005919382824640357,0.20930232558139533,0.16279069767441862,0.6038273572921753,2
119,119,https://m.media-amazon.com/images/I/61CsD7JryEL._AC_SL1195_.jpg,./images/0058441.jpg,Hoseili 2023 new editionBluetooth Headphones.Bluetooth 5.0 Wireless Earphones in-Ear Stereo Sound Microphone Mini Wireless Earbuds with Headphones and Portable Charging Case for iOS Android PC. XG20,【2023 new edition XG Bluetooth 5.0 Headphones】,All Electronics,"These sleek, black wireless earbuds come with a compact, glossy charging case that securely holds both ears for convenient travel. Designed for comfort and portability, they’re ideal for daily commutes, workouts, or relaxing at home.",0.0,0.0,0.0,0.31389862298965454,3
120,120,https://m.media-amazon.com/images/I/61NwCxv21PL._AC_SL1500_.jpg,./images/0060718.jpg,"Sony STR-AN1000 7.2 CH Surround Sound Home Theater 8K A/V Receiver: Dolby Atmos, DTS:X, Digital Cinema Auto Calibration IX, Bluetooth, WiFi, Google Chromecast, Spotify connect, Apple AirPlay, HDMI 2.1","Experience breathtaking 8K video and immersive 3D audio with our new 7.2-channel 8K receiver. Enjoy space-filling sound from your 7.2 or 5.2.2 setup with Dolby Atmos® and DTS:X.® It’s easy to enjoy all your content with Works with SONOS, Chromecast Built-in, Apple AirPlay®, and Spotify Connect—all via Wi-Fi or Bluetooth®.",All Electronics,"This sleek, modern audio receiver offers seamless integration with home entertainment systems, featuring intuitive controls and multiple input options for versatile connectivity. Its robust build and elegant design make it ideal for enhancing sound quality in living rooms or home theaters, delivering rich audio performance with minimal setup.",0.005968312386502396,0.2201834862385321,0.12844036697247707,0.5529190301895142,2
