,Unnamed: 0,image,local_image,title,description,main_category,pred_title,bleu,rouge1,rougeL,textsim,llm_judge
102,102,https://m.media-amazon.com/images/I/61OR3riP-vL._AC_SL1280_.jpg,./images/0060095.jpg,"Toddler Toys for 3-6 Years Old Girls Boys, LCD Writing Tablet 10.5 Inch Doodle Board, Electronic Drawing Tablet, Drawing Pads,Travel Gifts for Kids Age 3 4 5 6 7 Year Old Girls Boys (Blue)",LCD writing board,All Electronics,"""LCD Writing Board""",3.6961751346701768e-06,0.15,0.15,0.26622381806373596,1
103,103,https://m.media-amazon.com/images/I/61IxL5Zi+BL._AC_SL1500_.jpg,./images/0024022.jpg,V6 Battery Adapter for Ryobi 18V Battery Work for Dyson V6 Series Vacuum Cleaner SV03 SV04 DC58 DC62 Converter(Adapter Only),"for Dyson V6 Battery Adapter,for Ryobi 18V Battery Work for Dyson V6 Series Vacuum Cleaner SV03 SV04 SV09 DC58 DC59 DC62 Converter(Adapter Only)",All Electronics,Dyson V6 Battery Adapter,0.0086609308962763,0.32,0.24,0.8161880970001221,3
104,104,https://m.media-amazon.com/images/I/819LbcOVxhL._AC_SL1500_.jpg,./images/0059023.jpg,"Mini Video Projector with 7500 Brightness, 1080P Supported, Portable Outdoor Movie Projector, 176"" Display Compatible with TV Stick, HDMI, USB, VGA, AV for Home Entertainment","M20 Provide Latest Mini Projector!
CHOOSE OUR M20 PROJECTOR WILL BE YOUR MOST SENSIBLE AND AFFORDABLE CHOICE!
Offerring the best brightness and image display quality to satisfied our customer's home theater needs. Show movies on a mammoth scale in a billion colors and astonishing clarity, you'll get rich details, bright and natural colors, and exceptional contrast. Enjoy the entertainment for a cinematic experience that is truly awesome. Perfect for outdoor movies!
CAN’T WAIT TO WATCH MOVIES WITH YOUR KIDS UNDER THE STARS? LOVE TO SIT ON THE BACK PORCH AND WATCH A MOVIE WITH KIDS?
YES! YOU GET IT!
OWN M20 PROJECTOR, the kids will LOVE laying on a blanket in the yard watching their favorite big screen movie or enjoy game time with their friends. You can frees up their hands and eyes from the litter phone screen, their childhood life will be happier and richer.
ARE YOU A BUSY PERSON WHO ARE BUSY WITH STUDY OR WORK?
Own a M20 projector, Give yourself a reward to be relax and enjoy life. You can enjoy movie nights quietly! Or enjoy party time with friends or family members, such as Christmas party, New Year's Eve party, Football watch party, Anniversary party, Mario Party...
Smartphone Connection Supported
For smartphone connection, you can use a USB cable to HDMI adapter or Android to HDMI adapter to connect your smartphone to the projector. Note: 1. Please kindly note that the above adapter was not included in the package. 2. Please also make sure to choose HDMI as the input source after connection.Warm Tips:1. M20 is mainly used for home cinema and video games, NOT recommended for PowerPoint, Word, text, Excel or business presentation. 2. Please use it in dark environment. Nearly all home projectors perform the best effect if under a relatively dark room environment.",All Electronics,M20 Projector: Bring Home Theater to Life,0.002524485841461879,0.125,0.125,0.5124307870864868,2
105,105,https://m.media-amazon.com/images/I/41mKqj3ae-L._AC_.jpg,./images/0057614.jpg,"4 Pcs Self-Adhesive Desktop Socket Fixer, Adhesive Punch Free Socket Holder Cable Management Punch Free Surge Protector, Desktop Mountable Plug-in Socket Fixer Bracket Stand","4 Pcs Self-Adhesive Desktop Socket Fixer, Adhesive Punch Free Socket Holder Cable Management Punch Free Surge Protector, Desktop Mountable Plug-in Socket Fixer Bracket Stand",All Electronics,"""4 Pcs Self-Adhesive Socket Fixer, Cable Management Punch Free Socket Holder""",0.11599528686072522,0.631578947368421,0.5789473684210527,0.7098982930183411,3
106,106,https://m.media-amazon.com/images/I/51pAiHIozrL._AC_SL1500_.jpg,./images/0058311.jpg,Wireless Bluetooth Ear Clip Air Bone Conduction Headphones Headset Earclip Earphones Induction Bone Conduction Earbuds Head Set Bone Conducting Clip On Headphones Open Ear Earbuds Clip On,"Open Ear Clip On Headphones Wireless Bluetooth 5.3 :
A more comfortable music listening experience!
Features:
1.Comfortable to wear：Bone conduction earbuds use a silicone material is very comfortable to wear and weight is very light and small, Open ear earbuds are suitable for small ears or for people with high requirements for ear comfort.
2.Wearing stability: bone conduction earbuds use a silicone material is comfortable to wear, ear clip design allows open ear headphones can be firmly fixed in the ear, suitable for sports enthusiasts and outdoor activities to wear
3.It can accurately identify and effectively suppress external noise during a call,with clear voice even in a noisy environment,make your call smooth.
Type: Open Ear Earbuds
Color: Black
Transmission distance: About 10m/380ft(barrier-free)
Play time: About 24-30 hours
Battery capacity: 400mAh
Charging port:USB-C
package:
1 Pair Open Ear Bone Conduction Earbuds
1 * TYPE-C cable
1 * User manual
1 * Exquisite packaging box
Note:
1. Please read the user manual carefully before use.
2. If you receive a defective product or have any questions during use, please feel free to contact us.
After-sales service
We offer 3 months free warranty on every product.We really care about our customers.If you have any questions about our products,please don’t hesitate to contact us.We are at your service 10 hours a day,7 days a week.",All Electronics,Open Ear Clip On Headphones Wireless Bluetooth 5.3,0.01987194132314961,0.3888888888888889,0.2222222222222222,0.7052660584449768,4
107,107,https://m.media-amazon.com/images/I/61nIapIh47L._AC_SL1500_.jpg,./images/0062010.jpg,"Mounting Dream TV Mounting Hardware Comes with M4, M5, M6, M8 TV Mount Screws Kit and MD5752 Lag Bolt Kit for TV Wall Mount, Comes with M7 Lag Bolt for Wood Stud, Fischer Anchors for Concrete Wall","Mounting Dream TV Mounting Hardware Comes with M4, M5, M6, M8 TV Mount Screws Kit And MD5752 Lag Bolt Kit for TV Wall Mount, Comes with M7 Lag Bolt for Wood Stud, Fischer Anchors for Concrete Wall",All Electronics,Mounting Hardware Kit for TV Wall Mount,0.006993830777678927,0.3181818181818182,0.3181818181818182,0.6729034185409546,2
108,108,https://m.media-amazon.com/images/I/31tftZhqfoL._AC_.jpg,./images/0052066.jpg,CWNOTBHY Wireless Earbuds Bluetooth 5.3 Headphones with 30H Cycle Playtime Built-in Mic IPX6 Waterproof Headsets with Charging Case for in-Ear Buds (White),"The latest popular wireless Bluetooth touch headset in 2023
* Free wireless charger
✔ Multi-function touch: music play / pause, switch songs. Make a call / hang up, activate Siri, etc.
✔ Easy to carry the charging box:There is a charging box that can be recharged multiple times so that you can continue to listen, so you don't feel burdened when you put it in your bag or pocket.
The headset can be charged at any time using a housing or cable with a recharge function.
If you don't use a wireless headset, you can put the headset in a rechargeable storage box and charge it automatically.
✔ Bluetooth version: V5.3 EDR
✔Wireless range: 50 feet (15 meters)
✔ Battery capacity: 100 mAh (one earphone), 1000 mAh (charging box)
✔ Fast charging: wireless headset charging takes only 20 minutes, portable charging box only takes 40 minutes
✔ Music and call: 4-6 hours available
✔ Standby time: 100 hours standby time
✔ How to pair the wireless earbuds with your device?
1.Open Bluetooth.
2.Take out 2 airpods earbuds, they will flash red and blue light. Please wait for 5 seconds before the light of one bud is off to ensure the earbuds connect with each other automatically.
3.If you are Android user, open Bluetooth, search and choose This headset to make first pairing.
4.The earbuds will make a pair with your devices automatically as soon as you take out 2 earbuds in the next pairing.(If one bud stop working/say foreign language,First, Turn off Bluetooth.
Remove the two earbuds from the charging case and double-click the touch point of the bud.
Finally, turn on the Bluetooth connection and the problem is solved.
Product List:
Bluetooth wireless touch headset x2
Portable charging case x1
USB cable x1",All Electronics,Bluetooth Touch Headset with Charging Case,0.015086144150329384,0.3225806451612903,0.3225806451612903,0.49958667159080505,2
109,109,https://m.media-amazon.com/images/I/614zoChr2QL._AC_SL1500_.jpg,./images/0067639.jpg,"ZEBRA ZD421 300 dpi Thermal Transfer and Direct Thermal Desktop Label Printer - USB, USB Host and Bluetooth Connectivity - 4 IPS, 4.27"" Max Print Width Monochrome Barcode Printer - JTTANDS","Printer Specifications
Operating System
Link-OS
Resolution
300 dpi/12 dots per mm
Memory
512 MB Flash; 256MB SDRAM
64 MB user available non-volatile memory
8 MB user available SDRAM
Maximum Print Width
4.27 in./108 mm for 300 dpi
Maximum Print Speed
4 in./102 mm per second (300 dpi)
Media Sensors
Full width, moveable reflective/black mark sensor; multi-position transmissive/gap sensor
Firmware
ZPL II; EPL 2; XML; ZBI; PDF Direct
Media, Ribbon and Cartridge Characteristics
Label Length
Maximum: 39.0 in./991 mm
Minimum: 0.25 in./6.4 mm
Media Width
0.585 in./15 mm to 4.41 in./112 mm
Media Roll Size
Maximum outer diameter: 5.00 in./127 mm
Core inner diameter: 0.5 in. (12.7 mm) and 1.0 in. (25.4 mm) standard, 1.5 in. (38.1), 2.0 in., (50.8 mm) and 3.0 in. (76.2 mm) using optional adapters
Media Thickness
0.003 in. (0.08 mm) min.; 0.0075 in. (0.19 mm) max.
Media Types
Roll-fed or fan-fold, die cut or continuous with or without black mark, tag stock, continuous receipt, paper, and wristbands
Symbologies
1D Bar Codes
Code 11, Code 39, Code 93, Code 128, ISBT-128, UPC-A, UPC-E, EAN-8, EAN-13, UPC and EAN 2-or 5-digit extensions, Plessey, Postnet, Standard 2-of- 5, Industrial 2-of-5, Interleaved 2-of-5, Logmars, MSI, Codabar and Planet Code
2D Bar Codes
Codablock, PDF417, Code 49, DataMatrix, MaxiCode, QR Code, MicroPDF, Aztec
Dimension
10.5 in. L x 8.0 in. W x 7.44 in. H
Weight
4.52 lbs./2.05 kg",All Electronics,"""300dpi Printer with 512MB Flash and 256MB SDRAM""",0.0018635177896896655,0.1081081081081081,0.1081081081081081,0.3836360573768616,1
110,110,https://m.media-amazon.com/images/I/61l3SRV0ERL._AC_SL1500_.jpg,./images/0048357.jpg,Wireless Earbuds，Bluetooth 5.3 Noise Cancelling Earbuds，Bluetooth Headphones 3D HiFi Stereo Bass， IPX7 Waterproof Sports Touch Control with USB-C Fast Charge Mini Charging Case for Android iOS,"Small and cute, portable to carry in your pocket or bag, you can enjoy music anytime and anywhere during the journey.
Snugly Comfort
Half-in-ear design, ultra lightweight, and ergonomic shape help with keeping the earbuds secured during high-intensity activities and remains comfortable all day long.
IPX7 Waterproof
IPX7 Waterproof efficiently protects the wireless headphones from intense sweat, perfect for jogging, hiking, yoga, gym exercises, fitness etc. (not for swimming).
Longer Playtime
Thanks to the low power chipset, you can get twice the battery life compared to other half-in-ear earbuds——6 hours of playtime on a single charge and extend to 42 hours with the charging case.
One Step Connecting and Pairing
The earbud wireless will connect to your phone and pair with each other automatically once you open the charging case, with faster and easier operation.
Bluetooth 5.3 New
When you are looking for affordable headphones wireless with powerful functions, excellent manufacture, and portable designs，
Also, our wireless earphones are compatible with most devices, including smartphones, tablets, laptop computers, TV and more.
What's in the box
2* True wireless earbud (Left and Right)
1* USB-C Charging Case
1* USB-C Charging Cable
1* User Manual",All Electronics,"""Portable, Waterproof, and Comfortable Earbuds for Any Activity""",0.0029275889231311753,0.15789473684210528,0.10526315789473685,0.6342785954475403,1
111,111,https://m.media-amazon.com/images/I/51kPg-TIILL._AC_SL1500_.jpg,./images/0057749.jpg,"WiFi Extender WiFi Booster with Ethernet Port, 2022 Upgraded 1200mbps Wi-Fi Range Extender, WiFi Extenders Signal Booster for Home - Covers Up to 7800 Sq.ft & 35 Devices, 1-Tap Setup Internet Booster","2022 Wifi Extenders Signal Booster for Home, Wifi Booster and Signal Amplifier for House
Features
Extend Wi-Fi Coverage Up to 7800 Sq.ft : No more Dead Zones! Definitely includes your basement,front and back porch,yard etc! Our WIFI range extender can penetrate walls and floors and bring you available WIFI signals all around your home! Internet booster: 4 High-powered external antennas deliver farther coverage and stronger WiFi connection! Extend tech wifi booster 2022: Easiest installation than ever before with WPS button! Wifi extender booster: Create fast and reliable wired connection with dual Ethernet port! Wifi booster extender:Smart LED signal indicator helps find the ideal position!
Package List
1 x WIFI range extender with external antennas 1X User's manual  100% Satisfaction Guarantee : If any problem or you need help, kindly contact us.",All Electronics,Wifi Extender Signal Booster for Home,0.007051182147062658,0.3076923076923077,0.3076923076923077,0.683056652545929,2
112,112,https://m.media-amazon.com/images/I/51ji7Azwb0L._AC_SL1200_.jpg,./images/0058669.jpg,"AGEEMY USB to HDMI Adapter for MAC, USB 3.0/2.0 to HDMI Converter Compatible with MacBook Air, USB HDMI Adapter, Multi Display Video Adapter, Compatible with Windows XP/7/8/10, MacBook Pro, MAC OS","The USB 3.0 to HDMI converter supports resolutions up to 1920 x 1080 at 60Hz (1080p Full HD), including 720p, 1600 x 1200, 1280 x 1024 for high-resolution monitors or projectors; Please make sure the USB slot is USB 3.0, otherwise USB 2.0 could only be 800* 600@60Hz support. The transfer speed of USB 3.0 is up to 5Gbit/s.",All Electronics,USB 3.0 to HDMI Converter,0.001576325420891977,0.27906976744186046,0.27906976744186046,0.7099756002426147,3
113,113,https://m.media-amazon.com/images/I/61fgZC1jsJL._AC_SL1500_.jpg,./images/0052501.jpg,"Lyyes Charger for Nintendo Switch, Fast Travel Charger Compatible with Nintendo Switch/Switch Lite/Switch OLED/Switch Dock","Specifications:
Material: ABS Color: Black Cable length: 5ft (Approx.) Input: 100-240V 47/63Hz Output: 5V/2.4A Interface: Type-C male Plug Type: US Plug
Package included:
1x Charger for Nintendo swtich",All Electronics,Nintendo Switch Charger,0.0024748094101847366,0.2857142857142857,0.2857142857142857,0.7075799703598022,2
114,114,https://m.media-amazon.com/images/I/61yMuouOY-L._AC_SL1500_.jpg,./images/0061996.jpg,"PHILCO Personal CD Player with MP3 Playback, FM Radio & 60 Second Anti-Shock","Introducing the PHILCO PERSONAL CD PLAYER, a versatile portable cd player designed to cater to all your music needs. This top-loading CD player supports MP3 CD, Audio CD, and CD-R/RW formats, with programmable functions to customize your playlist and listen to your favorite tracks in any order. With a built-in digital FM radio, enjoy your favorite radio stations on the go. Experience high-quality sound with a stereo headphone jack that lets you connect your favorite headphones or earbuds for a private listening experience. The cd player portable for car enables you to enjoy your music collection while on the road. Equipped with a 60 second ANTI-SHOCK feature, this personal cd player ensures an uninterrupted listening experience while buffering and protecting against external shocks during your most active moments. Designed as a battery-powered cd player, it gives you the freedom to take your music anywhere, making it perfect for music lovers who want a reliable and high-quality listening experience. The package includes stereo earbuds for an immersive audio experience and instructions for use to guide you through setup and operation. Discover the convenience and enjoyment of having your favorite tunes at your fingertips with the PHILCO PERSONAL CD PLAYER. Choose from a range of portable cd players, including the portable cd player with headphones and portable cd player for car, to suit your needs. Don't miss out on the opportunity to own this versatile cd portable player that offers the perfect balance of convenience, durability, and quality. Order yours today and experience the difference of a truly compact cd player! Please note that the AC adapter is NOT included.",All Electronics,PHILCO PERSONAL CD PLAYER,0.010070292941156274,0.47058823529411764,0.47058823529411764,0.7373626232147217,3
115,115,https://m.media-amazon.com/images/I/61Sww2+qTCL._AC_SL1500_.jpg,./images/0059775.jpg,Clip On Wireless Open Ear Headphones Ear Clip Bone Conducting Conduction Headphones Earphones Bluetooth Small Ear Bone Conduction Earbuds Headset Head Phones Ear Clips Ear Bone Buds,"BORN FOR SPORTS We design it as sports outer ear headphones to make sure that your clip on headphones will not fall when you exercise.This ear clip headphones bluetooth fits more than 95percent the ears of people,but, some people's ear are too big ,If it is difficult for you to wear earbuds, we will provide free return service. After-sales service We offer 3 months free on every product. Bone conduction Headphones Bluetooth 5.3 - A more comfortable music listening experience Features: 1.Comfortable to wear：Bone conduction earbuds use a silicone material is very comfortable to wear and weight is very light and small, Open ear earbuds are suitable for small ears or for people with high requirements for ear comfort. 2.Wearing stability: bone conduction earbuds use a silicone material is comfortable to wear, ear clip design allows open ear headphones can be firmly fixed in the ear, suitable for sports enthusiasts and outdoor activities to wear 3.It can accurately identify and effectively suppress external noise during a call,with clear voice even in a noisy environment,make your call smooth. Type: Open Ear Earbuds Color: Black Transmission distance: About 10m/380ft(barrier-free) Play time: About 30 hours Battery capacity: 400mAh Charging port:USB-C package: 1 Pair Open Ear Bone Conduction Earbuds 1TYPE-C cable 1User manual 1Exquisite packaging box Note: 1. Please read the user manual carefully before use. 2. If you receive a defective product or have any questions during use, please feel free to contact us.We are at your service 10 hours a day,7 days a week.",All Electronics,Bone Conduction Earbuds,0.00018864449872653548,0.19999999999999998,0.19999999999999998,0.5719250440597534,4
116,116,https://m.media-amazon.com/images/I/413QIQrxlcL._AC_.jpg,./images/0052193.jpg,JBL Quantum 100P Console - Gaming Headset for Playstation (White),"Turn your game into an epic event. Featuring JBL QuantumSOUND Signature, JBL Quantum 100P Console headset, ideal for Playstation, also works with Xbox and Nintendo Switch, puts you in the center of the action. Own the game with the immersive and accurate sound that lets you hear the tiniest details, a voice focus detachable boom mic for clear communications and lightweight, memory-foam comfort.",All Electronics,JBL Quantum 100P Console Headset,0.2601300475114445,0.7142857142857143,0.7142857142857143,0.8509141802787781,4
117,117,https://m.media-amazon.com/images/I/51zmX2n30hL._AC_SL1500_.jpg,./images/0058992.jpg,NUTRIG Bone Conduction Headphones Open Ear Headphones Bluetooth 5.3 Sport Headphones with Mic Wireless Sweat Resistant Headset for Running Cycling Driving Gym Workout,bone Conduction Headphones Bluetooth 5.3 Wireless Earphones with Mic,All Electronics,Bone Conduction Headphones,0.000715654578327459,0.2222222222222222,0.2222222222222222,0.6603485941886902,3
118,118,https://m.media-amazon.com/images/I/71-lERSKsiL._AC_SL1500_.jpg,./images/0057612.jpg,"25W USB C Charger Block for Samsung Galaxy S23 Ultra S22 Type C Charger Fast Charging PD USB-C Wall Charger for Samsung Z Flip Fold Android Phone, iPad Pro Charger with 6FT USB-C to USB-C Cable","iPad Pro Charger Cord USB-C 25W Super Fast Charger Type C Charger Block USBC Wall Charger for Apple iPad Mini, Samsung Galaxy S22, iPad Air Charger with 6ft USB-C to USB-C Cable",All Electronics,iPad Pro Charger Cord USB-C 25W Super Fast Charger,0.007303030535182027,0.326530612244898,0.2040816326530612,0.6607519388198853,3
119,119,https://m.media-amazon.com/images/I/61CsD7JryEL._AC_SL1195_.jpg,./images/0058441.jpg,Hoseili 2023 new editionBluetooth Headphones.Bluetooth 5.0 Wireless Earphones in-Ear Stereo Sound Microphone Mini Wireless Earbuds with Headphones and Portable Charging Case for iOS Android PC. XG20,【2023 new edition XG Bluetooth 5.0 Headphones】,All Electronics,"""2023 XG Bluetooth 5.0 Headphones""",0.0008056897980817704,0.28571428571428575,0.28571428571428575,0.718791127204895,3
120,120,https://m.media-amazon.com/images/I/61NwCxv21PL._AC_SL1500_.jpg,./images/0060718.jpg,"Sony STR-AN1000 7.2 CH Surround Sound Home Theater 8K A/V Receiver: Dolby Atmos, DTS:X, Digital Cinema Auto Calibration IX, Bluetooth, WiFi, Google Chromecast, Spotify connect, Apple AirPlay, HDMI 2.1","Experience breathtaking 8K video and immersive 3D audio with our new 7.2-channel 8K receiver. Enjoy space-filling sound from your 7.2 or 5.2.2 setup with Dolby Atmos® and DTS:X.® It’s easy to enjoy all your content with Works with SONOS, Chromecast Built-in, Apple AirPlay®, and Spotify Connect—all via Wi-Fi or Bluetooth®.",All Electronics,8K Receiver with 7.2-Channel Dolby Atmos and DTS:X,0.0023928042064112914,0.3555555555555555,0.26666666666666666,0.6393262147903442,4
121,121,https://m.media-amazon.com/images/I/51yC-0qJp1L._AC_SL1500_.jpg,./images/0060616.jpg,"2 Pack Pro Power Saver, Power Saver, Household Power Saver, Smart Electricity Saving Box for Office Market Device Electric US Plug (White)","Specification:
Not stealing electricity, just help you saving the daily waste of energy automaticly, thereby saving your money. Save energy sources efficiently, environment-friendly, stabilize the voltage, balance the current, control capacitor, prevent current wave to save electricity.Multi-protect safety system ensures complete protection for you and your devices. The power saver plug is very easy to use, just plug the power saver into wall socket, no need special attention or maintenance.Help you to improve the use of power, avoid invalid waste of electricity. It is suitable for air-conditioners, refrigerators, washing machines, electric fans, televisions, lamps, sound box, fluorescent and other products.
Include：
2 x Electricity Saving Box
size：10x6cm
Tips:
Working principle: The power saver achieves the power saving effect by balancing the current, optimizing the stable voltage, reducing the line loss, and compensating on the spot. When using electrical appliances that consume more power, the current will flow in quickly when the electrical appliances are turned on. Plug the power saver into the circuit to stabilize the voltage, and stabilize the current according to the power consumption of the electrical appliances, so as to achieve a power saving effect. Smooth the high-voltage convex wave and reduce the increase in electricity bills caused by the abnormal operation of electrical appliances.
Note：
Due to manual measurement, please allow slight measurement deviation.
Due to the different display and lighting effects, the actual color of the product may be slightly different from the color shown on the picture.",All Electronics,Energy Saving Plug,0.00023998713859496162,0.16,0.16,0.5564063787460327,2
122,122,https://m.media-amazon.com/images/I/61rMKeHLf9L._AC_SL1500_.jpg,./images/0049375.jpg,"iPhone Charger Fast Charging,[Apple MFI Certified] 2Pack PD Type C Wall Charger Block with 6ft Long USB C to Lightning Cable for iPhone 14/13/12/11/Por Max/XS/XR/X(Black)","iPhone Charger Fast Charging,[Apple MFI Certified] 2Pack PD Type C Wall Charger Block with 6ft Long USB C to Lightning Cable for iPhone 14/13/12/11/Por Max/XS/XR/X(Black)",All Electronics,"""Fast Charging iPhone Charger with 6ft Cable""",0.007549973652480498,0.34146341463414637,0.29268292682926833,0.680705726146698,2
123,123,https://m.media-amazon.com/images/I/510xJC8R4gL._SL1500_.jpg,./images/0051312.jpg,NineHorse Compatible with FITVII Fitness Tracker Charger Cable H86/ H08/ H18/ H56 3.4ft USB Cord Replacement Charging Dock for FITVII Smartwatch Charger Accessories (Black&White),"Package:
2 * USB Charger Cable. The watch is not included. Note: If the one of charger do not support your device, try another one. Only one charger can fit your device,the other charger has the opposit electrical polarity. We sell one cable for the price of one. There are two charging cables in the package because we're not sure which one has the right electrode for your watch.
Compatible for:
For FITVII H86/ H08/ H18/ H56 Fitness Tracker
Special Design:
Using magnetic design, when charging, the charging cable can easily snap on your watch for stable charging. overvoltage Regulator, short circuit protection,overcurrent protection;
Notice:
1. Do not use 5V/1A above adapter to charge. Otherwise your Device will get damaged.  2. Use computer USB port to charge is the best way. We suggest to use computer, laptop or power bank to charge your watch as the current is more stable;
Compatible Smart Watches:
For FITVII H86/ H08/ H18/ H56 smart watch USB DC Charging Cable for FITVII fitness tracker charger Accessories Charger Charging Cable.",All Electronics,FitVII USB Charger Cable,0.0012669372162906496,0.2666666666666667,0.19999999999999998,0.663375198841095,2
124,124,https://m.media-amazon.com/images/I/714rxoYlmsL._AC_SL1500_.jpg,./images/0060972.jpg,Apple Watch Series 8 41mm GPS Silver Aluminum Case - White Sport Band (Renewed),"Apple Watch Series 8 features advanced health sensors and apps, so you can take an ECG, measure heart rate and blood oxygen, and track temperature changes for advanced insights into your menstrual cycle. And with Crash Detection, sleep stages tracking, and advanced workout metrics, it helps you stay active, healthy, safe, and connected. See Dimension section below for band sizing information.",All Electronics,Apple Watch Series 8,0.0820849986238988,0.47058823529411764,0.47058823529411764,0.6736124753952026,2
125,125,https://m.media-amazon.com/images/I/51FoN4+nPpL._AC_SL1500_.jpg,./images/0057952.jpg,"2 Packs Apple Wired Headphones Earbuds with Microphone,in-Ear Earphones Volume Control[Apple MFi Certified] Headphones Compatible with iPhone/ipad/Android/Computer and Other 3.5mm Jack Devices","Feefuzz Wired Earbuds Headphones, Create a Great Frame of Mind.
Do you usually hope to enjoy music yourself without disturbing other people?
Have you ever gotten an uncomfortable sense feeling after a long-time using earphones?
Feefuzz Wired Earbuds Headphones with Microphone bring you a different experience that comes with Quality Audio.
The speakers in the headset are carefully designed to maximize sound output and minimize sound loss, which means you can get high-definition audio. Designed to Enhanced Comfort.
Feefuzz Wired Headphones are based on Ergonomic, ultra-lightweight in-ear designed for a secure fit in most people’s ears and will not cause strain after hours of wearing.
The wired headphones Specifications:
1. Plug: 3.5mm jack
2. Sensitivity: 100dB S.P.L.at 1KHZ
3. Frequency: 20Hz~20,000Hz
4. Impedance: 16Ω
How to use the multi-function button of earbuds with microphone: Music Control: Play/pause music: Press Once",All Electronics,Feefuzz Wired Earbuds Headphones,0.001174633370519812,0.18181818181818182,0.18181818181818182,0.6266000866889954,1
126,126,https://m.media-amazon.com/images/I/717tYK6sOzL._AC_SL1500_.jpg,./images/0047559.jpg,"Samsung Charger Fast Charging, 4 PCS, 25W USB C Super Fast Charger Block & Type C Cable 10FT & Samsung USB Wall Charger Adapter & 10FT USB to USB C Cord, Compatible All USB C Android Phone & Samsung",Samsung charger,All Electronics,"""Samsung Charger""",0.0,0.1081081081081081,0.1081081081081081,0.532458484172821,1
127,127,https://m.media-amazon.com/images/I/51uVmxZ-yfL._AC_SL1500_.jpg,./images/0058970.jpg,"4PCS Wall Mount Home Power Strip fixator, Self-Adhesive Desktop Socket Fixer, Adhesive Punch-Free Socket Holder, Adhesive Punch Free Socket Holder Cable Management（2 White + 2 Gray）","4PCS Wall Mount Home Power Strip fixator, Self-Adhesive Desktop Socket Fixer, Adhesive Punch-Free Socket Holder, Adhesive Punch Free Socket Holder Cable Management Punch Free Surge Protector.",All Electronics,4PCS Wall Mount Power Strip Fixer,0.009063562138594404,0.35294117647058826,0.35294117647058826,0.5701936483383179,3
128,128,https://m.media-amazon.com/images/I/51wAD2fBhcL._AC_SL1500_.jpg,./images/0061329.jpg,"15V AC Charger Fit for Theragun Mini G4, Theragun Prime Massage Gun Power Adapter Supply Cord","Fit for Theragun mini G4, Theragun Prime G4 G4-Mini-RED-PKG-US Mini-PKG-US Mini-PKG-AU G4-Mini-PKG-AU BR-GUN-002, G4-Prime-PKG-US G4-Prime-PKG-NA G4-Prime-PKG-EUUK HXD302-1501500CI/ZZ HXD302-1501500US/ZZ HXD302-1501500CJ/ZZ",All Electronics,Theragun Mini G4,0.0031533845205130038,0.3157894736842105,0.3157894736842105,0.527252197265625,2
129,129,https://m.media-amazon.com/images/I/71V5NSnA4lL._AC_SL1500_.jpg,./images/0059493.jpg,HoomKid Adjustable Foldable and Customizable Children's Wired Headphones with Volume Limit (85dB) Ages 3 to 10,"Perfect fit for smaller ears, audio headphones designed for children (Ages 3+). Ultra-resistant, foldable and adjustable. Maximum volume is limited to 85 dB (WHO recommendation) to provide a safe listening experience. Customizable with HoomKid character stickers included in the package. Sharing is made easier with a double jack, connectable to any other set of headphones, can be used anywhere - in the car, on the train, or on the plane.",All Electronics,HoomKid Audio Headphones for Kids,0.007079691396432093,0.1818181818181818,0.1818181818181818,0.8310973644256592,2
130,130,https://m.media-amazon.com/images/I/617RGkF3-6L._AC_SL1000_.jpg,./images/0059982.jpg,"Yoley 12 Packs Classroom Headphones Bulk for Kids School Students Children, Wholesale Class Set Durable Earphones, Individually Bagged (No Mic) (12 Pack Mixed)","Bulk Headphones 12 Pack Multi Colored Perfect for School Classroom Students Kids Children Teen
Features and Benefits
1. High sound quality, durable and comfortable
Enjoy full listening comfort with soft, snug headphones that conform instantly to your ears. Ultra-soft leatherette ear cushions perfect fit ear.
2.Not only children’s headphones but also adult headphones
The headphones give you a completely immersive sound experience with very crisp audio. It compatible with Smartphones, laptops, PCs, CD players,Tablets and another 3.5mm jack devices.
Feature:
Pack of 24 on-ear headphone.  Individually package for each headset Material : noodle wire.  Connectors:3.5mm audio jack Communication:Wired Style:On-ear headphone Use:Mobile Phone/PAD/MAC/PC/MP3 Equipment.Cable Length:4 feet or 1.2 meter.
Specation:
Impedance: 32 OHM Maximum Power Input: 5 mW Sensitivity: 115db (front), 102db Frequency Response: 20 Hz to 20KHz Connector: 3.5mm diameter stereo plug.  Compatible with most smartphones,class set of headphones for students,and other devices,it's for iPhones/iPads/iPods/Mac/PC/Andriod/Fitness&Audio Equipment. Fits comfortable in your pocket, purse or backpack. Excellent sound quality in all ranges.",All Electronics,Bulk Headphones 12 Pack Multi Colored,0.0033957705735540885,0.27586206896551724,0.20689655172413793,0.6754795908927917,2
