,parent_asin,date_first_available,title,description,filename,main_category,categories,store,average_rating,rating_number,price,features,details,embeddings,image,__index_level_0__,local_image,download_ok
64951,B0CFF185MJ,2023-08-11,"550+Miles Range Amplified Indoor Outdoor TV Antenna for Smart TV,Digital HDTV Antenna,Amplifier Signal Booster/35ft Coax Cable,Support 8k 4K 1080p &All Older TV's","Newly designed TV antenna can receive hundreds of HD TV channels,Enjoy top-rated HDTV network programming, like ABC, CBS, NBC, PBS, Fox, Univision and more",meta_Electronics,Home Audio & Theater,['Electronics' 'Television & Video'],Buktailty,3.3,27.0,27.59,"['📶【Up to 550+ Miles Range】Indoor Outdoor TV Antenna reach up to 550 Miles range which provide added range and maximum signal reception for more channels even you are far away form broadcast towers.Try to posit the antenna on a window /wall, roof corridor outdoor or better position where owns better reception of your House.'
 '📶【 HDTV Antenna Local TV Shows for Free 】Newly designed TV antenna can receive hundreds of HD TV channels,Enjoy top-rated HDTV network programming, like ABC, CBS, NBC, PBS, Fox, Univision and more. No monthly fee or subscription is required and you can receive great signal even in bad weather. Access all of the news, sitcoms, kids and sports programs. ADVANCED TOOL FOR LIFE TO RECEIVE THE CHANNEL WITHOUT MONTHLY BILL!'
 '📶【Multi-Scene Use-Powerful TV antenna 】 TV Antenna with 35 ft Coaxial Cable can be used RV, camping, outdoor, indoor for the best results. This durable construction eliminates signal interference, increases antenna life and bring excellent signal reception. weatherproof which promise you enjoy hundreds of Crystal Clear Digital & HD shows even in thunderstorms.'
 '📶【 24H Professional After-Sales Team - Lifetime Warranty】 : If you have any issue with getting few channels,reception, installation or other problems, please feel free to contact us at any time, our professional team will reply you with best service and make you feel 100% satisfied.'
 '📶 Note: Always remember to re-scan for channels after moving the Antenna. and don\'t forget to connect the power box! Please visit - ""dtv gov maps""']","{'Package Dimensions': '9.5 x 5.7 x 2.6 inches', 'Item Weight': '1.1 pounds', 'Manufacturer': 'Buktailty', 'Best Sellers Rank': {'Electronics': 76987, 'Televisions & Video Products': 22714}, 'Date First Available': 'August 11, 2023'}","[-0.00627209 -0.00929547 -0.03598721 ...  0.00161911 -0.03709805
 -0.01178963]",https://m.media-amazon.com/images/I/61Hnd5Z6neL._AC_SL1500_.jpg,168134,./images/0064951.jpg,True
60629,B0BRZ6RPQT,2023-01-10,"Rubber Antenna for Toyota 4Runner (2010-2014), Toyota 4Runner Antenna, 7 Inch Spiral Flexible Antenna Replacement Mast",Short Antenna for Toyota 4Runner (2010-2014),meta_Electronics,Home Audio & Theater,"['Electronics' 'Car & Vehicle Electronics'
 'Vehicle Electronics Accessories' 'Audio & Video Accessories' 'Antennas']",MINILAOMA,1.0,1.0,16.99,"['【Compatible Fitment】- Our car antenna fits for Toyota 4Runner (2010-2014), special shape design, low wind noise. Add a modern and classic look to your car with solid black exterior, Spiral shapes and exquisite details'
 '【Strong Reception】 - made of full 6061 aluminum alloy inner core process. Compared with other iron cores, the antenna made of all aluminum alloy process has a stronger signal reception effect, ensuring the stable reception of FM/AM signals. Our antenna is designed for optimized car radio AM FM reception and does not affect the use of GPS and other devices. The aluminum coil made the radio wrangler antenna perform better in reception than other low profile antennas. You can enjoy clear reception from a lot of local radio stations.'
 '【High Quality】 - Using TPE material shell. The material is waterproof, temperature -40℉~250℉, high elasticity can be bent 180° without fracture; Anti - vibration screw link makes driving not easy to fall off.Our redesigned car antenna now stouts a new level of strength, so much so that we guarantee and replace any that break in a car wash within 2 full year from purchase date.'
 '【Premium Material】- Aluminum alloy core and Thai rubber make the antenna long-term use on the basis of high-quality signal reception, reducing damage and loss caused by bad weather and car wash.'
 '【Easy Installation】- Our short antenna replacement is designed according to the factory original vehicle antenna base. A screw is included, replace new antenna in 30 seconds without any tools.']","{'Product Dimensions': '7 x 0.6 x 0.6 inches', 'Item Weight': '2.39 ounces', 'Manufacturer': 'MINILAOMA', 'Country of Origin': 'China', 'Best Sellers Rank': {'Car Audio & Video Antennas': 2739}, 'Date First Available': 'January 10, 2023', 'Antenna': 'Radio', 'Brand': 'MINILAOMA', 'Color': 'Black', 'Item Dimensions LxWxH': '7 x 0.6 x 0.6 inches'}","[ 0.00895654 -0.00593358 -0.02444922 ...  0.03623468 -0.00665869
 -0.01554374]",https://m.media-amazon.com/images/I/61Q01U-TJlL._AC_SL1106_.jpg,157107,./images/0060629.jpg,True
58077,B0BKVR14JN,2023-04-06,"MP3 Player with 32GB TF Card,Built-in HD Speaker,Portable HiFi Music Player with Video/Voice Recorder/FM Radio/Photo Viewer/E-Book Player for Kids","Xidehuy Music Playeris fashion and delicate in design.you can take it anywhere with your favorite songs, videos, e-books and important files. It is an economical gift for yourself, your family and your friends. Warm Notice:Large capacity, a 32 GB memory card is included. (Support up to 128 GB Card for Maximum). ●Screen Size: 1.8"" High Resolution Real Color LCD Screen ●Built-in Li-ion battery, can be charged via USB cable to the PC or wall socket adapter ●Charging time: about 1 hours. Warm reminder: it is recommended to turn on the player before charging. ●Product weight (package not included): about 0.029kg ●Playing time: about 8-12hours ●MP3 Size: 3.5 x 1.5 x 0.3 in ●Support music playback format: MP3、WMA、OGG、APE、FLAC、WAV、AAC-LC、ACELP ●Video format: This player recognizes AMV and AVI video files(It needs Actions Media Player Tools to convert). ●Picture browsing format:JPEG、BMP、GIF ●Record: Voice can be recorded and saved in WAV or MP3 format.Phase/Contrast repeat available. ●E-book: support TXT format ●FM Radio: 87.5MHz~108MHz, save up to 30 channels ●Support Micro SD/MMC/SDHC card ●Tools: It support: “Calendar, Stopwatch, Alarm clock.” ●Settings: All the function attribute display and setting. REMINDER :How to Copy Music To the MP3 Player: Connect it to the computer and it shows up as an external device. Click on it and drag and drop files into it. This MP3 Player does not work with itunes. And this is NOT APPLE ipod. This is Simple MP3 player What is in the Package:1 x MP3/MP4 Player 1 x 32GB memory Card 1 x HiFi bass Earphone 1 x USB Cable 1 x User Manual Product Description",meta_Electronics,Home Audio & Theater,['Electronics' 'Portable Audio & Video' 'MP3 & MP4 Players'],Xidehuy,4.4,101.0,20.99,"['💝This unit is a new generation media player ---Built-in HD Speaker,supporting MP3、WMA、OGG、APE、FLAC、WAV、AAC-LC、ACELP、Audible files. Its perfect tone in high reliability with refined exterior design brings you an ultra performance.'
 '💝With a 32GB large memory card ---32GB high speed memory for up to 5000 songs.But also,this mp3 player support TF card expansion,up to 128GB(not included).'
 '💝Stylish crafts with 1.0Oz ---gorgeous appearance, rubber touch,excellent hand feeling,dirt resistant.Lightweight,you can hardly feel it when you running.'
 '💝Multifunctional MP3 player with clock and alarm functions ---This mp3 player have 1.8inch screen,let you quickly choose the function you want,music player,FM radio,voice recorder,E-book.videos,tools.'
 '💝Long Battery Life ---This MP3 playe allows you enjoy real lossless music up to 10 hours. And it fully charged within 0.5-1 hours.It is your rare walkman music player for travel or sport.']","{'Package Dimensions': '4.09 x 2.13 x 1.5 inches', 'Item Weight': '2.08 ounces', 'Manufacturer': 'Xidehuy', 'Country of Origin': 'China', 'Batteries': '2 Lithium Ion batteries required. (included)', 'Best Sellers Rank': {'Electronics': 4163, 'MP3 & MP4 Players': 21}, 'Date First Available': 'April 6, 2023', 'Brand': 'Xidehuy', 'Special Feature': 'Voice Recorder, FM Radio', 'Connectivity Technology': 'USB', 'Memory Storage Capacity': '32 GB', 'Color': 'Blue', 'Screen Size': '1.8 Inches', 'Compatible Devices': 'Laptop', 'Included Components': '32GB TF Card', 'Component Type': 'Memory, Battery, Display', 'Battery Life': '10 Hours'}","[ 0.03800623  0.00290959 -0.05256976 ... -0.00177506  0.00888956
 -0.01371295]",https://m.media-amazon.com/images/I/71svp4BzvAL._AC_SL1500_.jpg,149935,./images/0058077.jpg,True
59586,B0C9HZMCXQ,2023-02-28,Marshall Middleton Portable Bluetooth Speaker,"Carry the heaviest portable sound in your hand. Middleton has a quad-speaker set-up to ensure the ultimate immersive experience wherever you roam. Control playback and adjust the bass and treble using the top-mounted controls or the dedicated app. Built-in Dynamic Loudness adjusts the tonal balance of the sound to ensure your music sounds brilliant at every volume. Middleton utilises True Stereophonic, a unique form of multi-directional stereo sound from Marshall. Experience superior spatial and binaural sound that flows around you and fills any space. This is absolute 360° sound – where every spot is a sweet spot.Middleton is equally at home in the festival mud or on your polished sideboard thanks to its iconic yet durable design. With a rugged IP67 dust and water-resistant build, a bit of rain and dirt won’t get under its skin. Middleton’s sturdy build comprises 55% post-consumer recycled plastic and is completely PVC-free. This speaker drops you straight into your music with no trouble or fuss – just pair, play and enjoy 20+ hours of portable playtime on a single charge. When the power is drained, plug Middleton in for 4.5 hours to return to full battery. Keep the music going when your phone battery is low, charge your device on the move with Middleton’s trusty power bank feature. Middleton also connects to other Middleton speakers, amplify the sound with Stack Mode and discover a sound as big as your imagination. Stacked or solo, Middleton fills whatever space you’re in with colossal sound.",meta_Electronics,Home Audio & Theater,"['Electronics' 'Portable Audio & Video' 'Portable Speakers & Docks'
 'Portable Bluetooth Speakers']",MARSHALL,4.5,145.0,299.99,"['OPTIMIZED FOR LOUD: . Middleton utilizes True Stereophonic, a unique form of multi-directional stereo sound from Marshall to deliver the ultimate immersive experience wherever you roam'
 'ULTIMATE PORTABILITY, RAIN OR SHINE: Equally at home in the festival mud or on your polished sideboard thanks to its iconic yet durable design. With a rugged IP67 dust- and water-resistant build, a bit of rain and dirt won’t get under its skin'
 '20+ HOURS OF PORTABLE PLAYTIME: 20+ hours of portable playtime on a single charge. When you do need to charge, plug in your speaker and you’ll be back to full battery in only 4.5 hours – the next encore is never far away.'
 'STACK MODE: Connect Middleton to other Middleton speakers and amplify the sound with a multi-speaker Stack session. Stack them up or spread them out for a colossal sound that fits whatever space you’re in.'
 'SUPERIOR, HASSLE-FREE LISTENING: Drop straight into your music with no fuss – just pair and play. Nothing stands between you and the music you want to hear. If you want a more customised sound, adjust the bass and treble on the top of the speaker, or download the app to control the sound wirelessly']","{'Product Dimensions': '9.06 x 4.29 x 3.74 inches', 'Item Weight': '1800 Grams', 'Manufacturer': 'Zound Industries', 'Language': 'English', 'Country of Origin': 'China', 'Item model number': '1006034', 'Batteries': '1 Lithium Ion batteries required. (included)', 'Best Sellers Rank': {'Electronics': 10429, 'Portable Bluetooth Speakers': 433}, 'Date First Available': 'February 28, 2023', 'Speakers Maximum Output Power': '60 Watts', 'Number Of Items': '1', 'Brand': 'Marshall', 'Model Name': 'Middleton', 'Speaker Type': 'Portable', 'Connectivity Technology': 'Bluetooth', 'Special Feature': 'Bass Boost'}","[ 0.04520511 -0.02780375  0.04114296 ... -0.01675636 -0.00857031
  0.02411214]",https://m.media-amazon.com/images/I/71tgRKPg-EL._AC_SL1500_.jpg,154303,./images/0059586.jpg,True
61240,B0BSV4DRPC,2023-01-23,"Portable Stereo CD Player with Bluetooth, AM/FM Stereo Radio and Cassette Player/Recorder (Rose & Gold)","Classic retro design with great features abound on this portable CD player with AM/FM radio and Cassette Player (Recorder), while also featuring Bluetooth to seamlessly stream music, podcasts and other audio from your Bluetooth devices. The top loading CD player is CD-R/RW compatible. The Cassette Player/Recorder has auto stop. Other great features include aux-in jack, condenser microphone and AC/DC operation. The built-in carrying handle makes this portable unit really portable.",meta_Electronics,Home Audio & Theater,['Electronics' 'Portable Audio & Video' 'Boomboxes'],Studebaker,3.8,26.0,99.88,"['Bluetooth Connectivity for Streaming Music'
 'AM/FM Analog Tuner with FM Telescopic Antenna'
 'Portable Carrying Handle' 'Top Loading CD Player: CD-R/CD-RW Compatible'
 '20 Programmable CD Tracks'
 'Record to Cassette from the Built-in Condenser Microphone, Radio and Aux-in Jack'
 'Auto-stop Cassette Player/Recorder' '3.5 mm Aux-in Jack'
 'Red LED Display']","{'Product Dimensions': '7.99 x 10.24 x 4.72 inches', 'Item Weight': '4.47 pounds', 'Best Sellers Rank': {'Electronics': 87061, 'Boomboxes': 214}, 'Date First Available': 'January 23, 2023', 'Manufacturer': 'Spectra Merchandising Intl.', 'Brand': 'Studebaker', 'Color': 'Rose & Gold', 'Connectivity Technology': 'Bluetooth', 'Special Feature': 'Portable', 'Included Components': 'CD, Bluetooth, Cassette, AM/FM Radio'}","[ 3.5419818e-02 -1.8410740e-02 -3.5152834e-02 ...  4.7278336e-05
  3.1326070e-02 -1.9957020e-02]",https://m.media-amazon.com/images/I/81whiulKT9L._AC_SL1500_.jpg,158708,./images/0061240.jpg,True
58973,B0C6KS3Z21,2023-01-30,EUBSWA TV Antenna-2023 Upgraded HD Digital Indoor/Outdoor TV Antenna Up 500+ Miles Digital HDTV Antenna for Smart TV Free Local Channels 4K HD 1080P All TV's 36ft Coax Cable/AC Adapter,"Upgraded Long-distance Receiving Range:
Strong reception signal Stable performance
Fast and Easy Installation:
Step 1: Place the antenna on the table.  Step 2: Connect the antenna to the HDTV's with HDtuner or through digital terr, STB.  Step3: Scan for channels and access all your favorite local programming.
Note:
1.The reception range is less than 35 miles when the switch is illuminated to the left with a yellow light. 2.The reception range is greater than 35 miles when the switch is illuminated to the right with a green light. 3.The local digital signal must be open and within the reception range of the antenna. 4.The TV must be digital TV, the old TV can not be used directly, need to add digital set-top box in the middle of the antenna and TV. 5.After the correct connection, select ""digital signal"" - automatic station search, and then save the channel after the station search is completed. 6.Users on lower floors recommend placing antennas in the windows Indoor edge or balcony, and vertical installation, so the signal is stronger.",meta_Electronics,Home Audio & Theater,['Electronics' 'Television & Video' 'Accessories' 'Antennas' 'TV Antennas'],EUBSWA,3.6,38.0,28.85,"['📡【Free Full HD Local Channels】Never pay expensive cable or satellite fees again! Enjoy hundreds of free top-rated HD shows forever. Our HDTV antenna with built-in amplifier gets you local news, weather, sitcoms, kids and sports shows including ABC, CBS, NBC, PBS, Fox, Univision and more. Absolutely free forever.'
 '📡【Crystal-Clear TV and HD Sound Quality】Our HDTV antenna has a built-in high performance amplifier and the latest built-in smart IC chip that filters out FM and other interfering signals for clearer images and high audio quality. The HD antenna uses signal amplification and boost technology to receive signals from any direction for more free broadcast TV signals.'
 ""📡【Ultra-Thin & Easy To Use】TV Antenna light as a feather, allows you to place it almost anywhere, With the Unique Plastic Shell and Silver Slurry imported from the US, all the accessories are all pure copper to assure the contact loose. Digital HDTV antenna with 36ft coax cable, Amplifier Signal Booster, Installation is a breeze with only 3 steps: unwrap, plug it and scan channels. Then you can enjoy your favorite programs to your heart's content.""
 '📡【Indoor-Outdoor Use and 36ft Cable】The upgraded HDTV antenna can reach over 480 miles with its built-in omni-directional, adjustable and removable telescopic pole to ensure more stable and stronger signal reception. The additional 36 feet of high performance coaxial cable ensures that the antenna can be used both indoors and outdoors for the strongest reception. New technology available for RV, camping, outdoor, indoor, cellular and FM signals.'
 '📡【Good Customer Service】We are committed to creating the best quality TV antenna in the market for our customers, and customer satisfaction is our aim. If you have any questions, please feel free to contact us, we promise to solve your problem within 24 hours.'
 '❥【Warm Remind】: The antenna works with all TVs, smart TVs and old ones. But the older ones need to be used with a digital converter box. Please make sure the TV has an HDTV tuner.']","{'Product Dimensions': '11.81 x 2.75 x 3.54 inches', 'Item Weight': '12.6 ounces', 'Manufacturer': 'EUBSWA', 'Country of Origin': 'China', 'Item model number': 'antenna tv digital hd indoor', 'Best Sellers Rank': {'TV Antennas': 474}, 'Date First Available': 'January 30, 2023', 'Antenna': 'Television', 'Brand': 'EUBSWA', 'Color': 'Black', 'Number of Channels': '40', 'Impedance': '75 Ohm', 'Maximum Range': '500 Miles', 'Item Dimensions LxWxH': '11.81 x 2.75 x 3.54 inches'}","[-0.01152565 -0.01214727  0.0031908  ... -0.00952392 -0.03412641
  0.0043656 ]",https://m.media-amazon.com/images/I/717Ov8KfmHL._AC_SL1500_.jpg,152531,./images/0058973.jpg,True
58679,B08X7KGW1K,2023-04-20,Klipsch C 97 II,"The C 97 II floorstanding speakers provide the perfect blend of premium acoustic performance with a modern, luxurious design to create gorgeous furniture whose exceptional acoustics are surpassed only by their beauty.",meta_Electronics,Home Audio & Theater,['Electronics' 'Home Audio' 'Speakers' 'Floorstanding Speakers'],Klipsch,3.6,18.0,799.0,['Concert-level sound reproduction through high-quality woofers'],"{'Package Dimensions': '44.5 x 11 x 11 inches', 'Item Weight': '56.9 pounds', 'Manufacturer': 'Jamo', 'Country of Origin': 'China', 'Item model number': 'C97-II-DA', 'Best Sellers Rank': {'Electronics': 704416, 'Floorstanding Speakers': 454}, 'Date First Available': 'April 20, 2023', 'Speakers Maximum Output Power': '150 Watts', 'Number Of Items': '1', 'Brand': 'Klipsch', 'Model Name': 'C 97 II', 'Speaker Type': 'Woofer', 'Connectivity Technology': 'Wired', 'Special Feature': 'Radio'}","[-0.04781302  0.01858136  0.01827545 ... -0.03618834 -0.03641494
 -0.01815082]",https://m.media-amazon.com/images/I/51Gbwt2dlqL._AC_SL1000_.jpg,151643,./images/0058679.jpg,True
59245,B0BRYLVQY7,2023-01-09,"M-Tronics Replacement Drive Belt for Sony Walkman WM-FX10, WM-FX21, WM-FX22","M-Tronics Replacement Drive Belt for Sony Walkman WM-FX10, WM-FX21, WM-FX22",meta_Electronics,Home Audio & Theater,['Electronics' 'Home Audio' 'Stereo System Components'],Generic,5.0,2.0,9.95,['New Fresh Stock'],"{'Manufacturer': 'M-Tronics', 'Best Sellers Rank': {'Electronics': 170337, 'Home Stereo System Components': 1349}, 'Date First Available': 'January 9, 2023'}","[-0.00038428  0.04483516 -0.03491353 ...  0.02450576 -0.0137113
 -0.02817389]",https://m.media-amazon.com/images/I/51s8jwqTPQL._AC_SL1500_.jpg,153275,./images/0059245.jpg,True
60715,B0CG65JYC8,2023-08-17,"TV Antenna-TV Antenna for Smart TV,Antenna for TV Indoor/Outdoor,Amplified HD Digital TV Antenna Long 300 Miles Range - Support 4K 1080p hd with 16.4ft Coax HDTV Cable","LAVONE Indoor/ Outdoor TV Antenna
For best Reception:
1. Please make sure your TV has a HDTV Tuner/Digital STB. Ensure you have a Digital HD receiver otherwise no HD channels can be viewed.
2. Adjust the antenna position and direction, and the length of the rod, to get the best reception. Always rescan channels after moving the antenna.
Try different locations, put the antenna up as high as you can. It depends on your area.
3. The actual receivable range may highly dependents on your distance and location. Areas with large obstructions such in valleys, mountains,etc,. will reduce effective range.
4. Some sources of interference, such as air conditioners, refrigerators, hair dryers, and microwave ovenshave a certain effect on the effect of the TV antenna receiving signals. Keep the HD antenna away from those high-power devices when using it.
Note: Always remember re-scan for channels after moving the Antenna.",meta_Electronics,Home Audio & Theater,['Electronics' 'Television & Video' 'Accessories' 'Antennas' 'TV Antennas'],LAVONE,4.7,8.0,25.99,"['【Free Full HD Channels】: LAVONE TV antennas help you save a HUGE bill on TV. Our antenna tv digital hd indoor can receive full 4K and HD Channels like ABC, CBS, NBC, PBC, Fox and more.'
 '【Indoor Antenna for TV】:The indoor tv antenna can reach up to 300 miles and can be placed almost anywhere in your Home .It constantly scans for new channels as they become available for broadcast. You can place hdtv antenna indoor or outdoor,can place hd antenna on the table, stick on the wall / window, hang under the roof. For the best reception, you can adjust the position and direction of the antenna.'
 '【High Performance Coaxial Cable】:TV antenna 16.4ft long coaxial cable make the transmission of 4k signal more stable, more solid and more suitable for outdoor use, the signal transmission is stronger,and brings excellent signal reception.'
 ""【Easy to Install】: digital antenna for tv Just plug it into your TV's coaxial cable port, set your TV to antenna mode, and scan for channels!Always remember re-scan for channels after moving the antenna.""
 '【Professional Service】:If you have any issue with getting few channels, installation，reception, or other problems you the best service and assist you at any time!'
 '【The Best Effect】1. Place the digital tv antenna indoor near a window for best effect . 2. Keep antennas away from interference sources, such as air conditioners, elevators, hair dryers, and microwave ovens. 3. Minor signal loss may occur if there is interference between the antenna and the transmitter tower,mount the antenna as high as possible.']","{'Product Dimensions': '7 x 7 x 3 inches', 'Manufacturer': 'LAVONE', 'Best Sellers Rank': {'TV Antennas': 808}, 'Date First Available': 'August 17, 2023', 'Antenna': 'Television', 'Brand': 'LAVONE', 'Color': 'Black', 'Maximum Range': '300 Miles', 'Item Dimensions LxWxH': '7 x 7 x 3 inches'}","[-0.00508618 -0.02201647 -0.02702117 ...  0.03459131 -0.0230048
  0.01130263]",https://m.media-amazon.com/images/I/51o-icftrlL._AC_SL1244_.jpg,157337,./images/0060715.jpg,True
64548,B0C1NR9B7S,2023-04-06,"2023 Upgraded TV Antenna for Smart tv Up 900+ Miles Range, Oversized Digital hd Indoor/Outdoor tv Antenna Support 8k 4k All Old tv with Amplifier Signal Booster & 50FT Coax HDTV Cable/AC Adapter","2023 Upgraded TV Antenna for Smart tv Up 900+ Miles Range, Oversized Digital hd Indoor/Outdoor tv Antenna Support 8k 4k All Old tv with Amplifier Signal Booster & 50FT Coax HDTV Cable/AC Adapter, 2023 ??? TV? ????? TV ??? ?? 900?? ?? ??, ????? ??? HD ??/?? TV ??? ?? 8k 4k ?? ?? TV ?? ?? ??? ? 15.2m(50??) ?? HDTV ???/AC ??? ??, 2023 ???????????? 900 ??(? 900 ??)???????,????????/???????? 8k 4k ?????,?????????? 50 ??(? 1.8 ?)????????/?????, Antena de TV mejorada 2023 para Smart TV de hasta más de 900 millas de alcance, antena de TV digital HD para interiores y exteriores de gran tamaño, compatible con TV 8k 4k All Old TV con amplificador de señal y cable coaxial HDTV de 50 pies / adaptador de CA, 2023 ??????,????????,???? 900 ????,???? hd ??/???????? 8k 4k ?????,?????????? 50 ???? HDTV ??/AC ???, ????? ??????? ???? ???? 2023 ????????? ????? ??? 900 ???? ????? ??????? ???? ???? ????? ????????? ??????? ???????? ???? ????????? ?????? 8k 4k ?? ???? ????? ???? ????? ????? ????? HDTV 50 ??? ????? ???? ?????, ????? ???????? ??????? 2023 ????????? ???? ?? ???? ?? 900+ ??????, ????? ???????? ???????? ????? ?????? HD ??????/??????? ????? 8k 4k ???????? ???? ?? ???? ???? ???? ???? HDTV ???? 50FT / ???? AC, 2023 Verbesserte TV-Antenne für Smart TV bis zu 900 Meilen Reichweite, übergroße digitale HD-Indoor/Outdoor-TV-Antenne, unterstützt 8K 4K alle alten TV mit Verstärker-Signalverstärker und 15 m Koaxial-HDTV-Kabel/AC-Adapter",meta_Electronics,Home Audio & Theater,[],ophirs,2.7,10.0,81.57,[],"{'Package Dimensions': '20 x 10.25 x 3 inches', 'Item Weight': '4.19 pounds', 'Manufacturer': 'ophirs', 'Item model number': 'LTTW20221115', 'Date First Available': 'April 6, 2023', 'Antenna': 'Television, Radio', 'Brand': 'Ophirs', 'Impedance': '75 Ohm', 'Maximum Range': '800 Miles, 100 Miles'}","[-0.00071328 -0.01137515 -0.04569941 ...  0.01596621 -0.01892338
  0.00248657]",https://m.media-amazon.com/images/I/71-EEuBB+aL._AC_SL1500_.jpg,167137,./images/0064548.jpg,True
58140,B0BX6NG6PX,2023-03-01,"100 Pcs Recorder Rubber Belts - Cassette Recorder Repair Maintenance Mix Flat Cassette Tape Machine Rubber Belts 40-135 MM, 50 PCs 1 MM Width and 50 PCs 4 MM Width","Specification:
Cassette tape machine belt  50PCs popular flat belts-Width 4 MM 50PCs Square Belts-Width 1 MM 40mm to 135mm mix package fit most devices fit cassette tape machine",meta_Electronics,Home Audio & Theater,"['Electronics' 'Home Audio' 'Stereo System Components' 'CD & Tape Players'
 'Tape Decks']",TEANTECH,4.6,27.0,9.99,"['50PCs of 4 mm Width Flat generic tape cassette player recorder drive belts, 40mm to 135mm mix package fit most devices'
 '50PCs of 1 mm Width Square generic tape rubber belts, 40mm to 135mm mix package fit most devices'
 'Rubber Belt Superior wear resistance and the right traction but without deformation'
 'Premium both the duration and the ability to absorb vibrations'
 'Just feel free to contact us if you have any problems.We will reply to you within 24 hours']","{'Package Dimensions': '3.54 x 2.99 x 0.71 inches', 'Item Weight': '1.16 ounces', 'Manufacturer': 'TEANTECH', 'Item model number': 'Rubber Belts 0104', 'Best Sellers Rank': {'Electronics': 32670, 'Tape Decks': 8}, 'Date First Available': 'March 1, 2023'}","[ 0.01238679  0.01524867  0.03332609 ...  0.01603321 -0.01344756
 -0.00195995]",https://m.media-amazon.com/images/I/71zmY2Oj7-L._AC_SL1500_.jpg,150095,./images/0058140.jpg,True
